epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
514,8711.09,0.38902,0.44465,1.04714,0.83032,0.81801,0.82756,0.75254,0.71706,0.70828,0.72821,1.231,0.0049213,0.0049213,0.0049213
515,8728.1,0.39301,0.43989,1.05332,0.83337,0.81561,0.81159,0.74988,0.70298,0.70488,0.71903,1.22027,0.0049114,0.0049114,0.0049114
516,8744.95,0.386,0.44223,1.04882,0.82299,0.81871,0.81772,0.75885,0.71191,0.70739,0.70382,1.23885,0.0049015,0.0049015,0.0049015
517,8761.84,0.36753,0.41507,1.03235,0.82107,0.81867,0.80523,0.74749,0.69847,0.69444,0.72425,1.21604,0.0048916,0.0048916,0.0048916
518,8778.49,0.39289,0.45754,1.05938,0.82889,0.82101,0.80563,0.74944,0.69385,0.69771,0.72104,1.20985,0.0048817,0.0048817,0.0048817
519,8795.37,0.3814,0.43564,1.03965,0.83056,0.8133,0.80749,0.74071,0.6905,0.7129,0.69542,1.24083,0.0048718,0.0048718,0.0048718
520,8812.05,0.39224,0.46702,1.04719,0.80564,0.83326,0.80273,0.73481,0.68894,0.71261,0.69669,1.25148,0.0048619,0.0048619,0.0048619
521,8828.82,0.38147,0.43652,1.03439,0.77851,0.83679,0.79693,0.73679,0.68659,0.70402,0.72658,1.22332,0.004852,0.004852,0.004852
522,8845.64,0.38277,0.43055,1.05021,0.82019,0.76692,0.80919,0.74906,0.69694,0.70301,0.69673,1.21828,0.0048421,0.0048421,0.0048421
523,8862.36,0.3836,0.44001,1.04479,0.80678,0.81822,0.81522,0.75132,0.70176,0.70608,0.70401,1.22431,0.0048322,0.0048322,0.0048322
524,8879.18,0.37032,0.42731,1.03406,0.82494,0.79068,0.81475,0.7491,0.7001,0.70846,0.74587,1.24398,0.0048223,0.0048223,0.0048223
525,8895.94,0.3884,0.44972,1.04516,0.82741,0.80211,0.81304,0.74133,0.70077,0.7101,0.76184,1.25443,0.0048124,0.0048124,0.0048124
526,8912.76,0.38709,0.44952,1.04885,0.83676,0.75912,0.79734,0.71992,0.68755,0.70626,0.76845,1.24309,0.0048025,0.0048025,0.0048025
527,8929.57,0.39281,0.43357,1.04745,0.8279,0.77672,0.81754,0.7466,0.71267,0.70828,0.74462,1.24979,0.0047926,0.0047926,0.0047926
528,8946.3,0.39271,0.43598,1.0468,0.80096,0.83993,0.82836,0.76097,0.72079,0.7067,0.72904,1.23991,0.0047827,0.0047827,0.0047827
529,8963.04,0.39184,0.44565,1.03701,0.82487,0.83118,0.83537,0.77017,0.72663,0.70186,0.72432,1.22635,0.0047728,0.0047728,0.0047728
530,8979.88,0.3864,0.43647,1.03997,0.81269,0.81309,0.81517,0.746,0.70878,0.71172,0.79242,1.2465,0.0047629,0.0047629,0.0047629
531,8996.81,0.37113,0.43135,1.03933,0.79935,0.81295,0.79987,0.72738,0.6933,0.71821,0.81518,1.25472,0.004753,0.004753,0.004753
532,9013.71,0.38816,0.44989,1.04623,0.77634,0.82202,0.81574,0.74701,0.70652,0.72821,0.79524,1.27878,0.0047431,0.0047431,0.0047431
533,9030.57,0.38194,0.44461,1.03931,0.77736,0.825,0.79805,0.73093,0.69113,0.73163,0.78872,1.27432,0.0047332,0.0047332,0.0047332
534,9047.22,0.3858,0.43478,1.04744,0.80633,0.79844,0.79725,0.74182,0.69242,0.72229,0.78099,1.24656,0.0047233,0.0047233,0.0047233
535,9064.05,0.37723,0.42966,1.03704,0.80309,0.81649,0.79608,0.74239,0.69327,0.71444,0.7782,1.23476,0.0047134,0.0047134,0.0047134
536,9080.84,0.37881,0.43924,1.03457,0.78063,0.83292,0.78881,0.72958,0.6832,0.7221,0.76473,1.2561,0.0047035,0.0047035,0.0047035
537,9097.72,0.37803,0.45503,1.04609,0.80136,0.82726,0.80355,0.73902,0.69431,0.72544,0.7558,1.23984,0.0046936,0.0046936,0.0046936
538,9114.67,0.39637,0.45762,1.04532,0.80958,0.81445,0.8092,0.74093,0.69706,0.73849,0.79291,1.2609,0.0046837,0.0046837,0.0046837
539,9131.63,0.39633,0.4527,1.05234,0.77449,0.83206,0.80184,0.73771,0.69295,0.73293,0.83577,1.27008,0.0046738,0.0046738,0.0046738
540,9148.63,0.37849,0.43071,1.04752,0.80212,0.79789,0.80871,0.74305,0.70079,0.72192,0.813,1.25158,0.0046639,0.0046639,0.0046639
541,9165.27,0.37096,0.42773,1.03754,0.7596,0.82133,0.78641,0.72047,0.68088,0.72368,0.825,1.249,0.004654,0.004654,0.004654
542,9181.88,0.36766,0.41788,1.04145,0.75696,0.81585,0.79421,0.72194,0.68468,0.73373,0.81109,1.27042,0.0046441,0.0046441,0.0046441
543,9198.65,0.38207,0.42927,1.04613,0.76973,0.80272,0.78994,0.72284,0.68299,0.72551,0.78389,1.25777,0.0046342,0.0046342,0.0046342
544,9215.26,0.37213,0.42683,1.0322,0.8299,0.73975,0.79455,0.72751,0.69028,0.72251,0.79792,1.25521,0.0046243,0.0046243,0.0046243
545,9231.99,0.38804,0.41885,1.03783,0.753,0.81647,0.80895,0.74573,0.70406,0.71025,0.78451,1.2451,0.0046144,0.0046144,0.0046144
546,9248.57,0.38082,0.42686,1.04541,0.77056,0.79644,0.79994,0.7362,0.69344,0.71906,0.81569,1.25416,0.0046045,0.0046045,0.0046045
547,9265.33,0.36734,0.40527,1.03543,0.74655,0.82215,0.79894,0.74223,0.69388,0.7106,0.84251,1.23731,0.0045946,0.0045946,0.0045946
548,9282.24,0.38047,0.41229,1.03924,0.82785,0.7352,0.79131,0.73164,0.68349,0.71511,0.82561,1.25673,0.0045847,0.0045847,0.0045847
549,9299.01,0.37419,0.41542,1.04066,0.76515,0.80636,0.80072,0.73679,0.69305,0.71522,0.83159,1.24757,0.0045748,0.0045748,0.0045748
550,9315.58,0.37986,0.42034,1.04032,0.74524,0.84182,0.78236,0.72022,0.67631,0.72053,0.80461,1.25481,0.0045649,0.0045649,0.0045649
551,9332.37,0.37482,0.40931,1.03744,0.79072,0.79166,0.78927,0.72852,0.68316,0.71706,0.79718,1.25091,0.004555,0.004555,0.004555
552,9348.97,0.38365,0.42887,1.04679,0.82363,0.77573,0.7964,0.73633,0.691,0.70807,0.78457,1.23139,0.0045451,0.0045451,0.0045451
553,9365.65,0.38873,0.43266,1.04101,0.82074,0.76308,0.80375,0.74504,0.69798,0.70519,0.77185,1.22346,0.0045352,0.0045352,0.0045352
554,9382.4,0.37802,0.4301,1.03757,0.79007,0.80512,0.80982,0.7554,0.70575,0.692,0.71656,1.20722,0.0045253,0.0045253,0.0045253
555,9399.22,0.38571,0.41648,1.05006,0.79849,0.78304,0.8119,0.7524,0.70795,0.69611,0.71977,1.22272,0.0045154,0.0045154,0.0045154
556,9415.98,0.38938,0.42613,1.04462,0.76268,0.81061,0.8099,0.75185,0.70485,0.69288,0.73958,1.22356,0.0045055,0.0045055,0.0045055
557,9433.06,0.37879,0.41679,1.04088,0.79805,0.78856,0.79329,0.73814,0.68771,0.69742,0.79174,1.22906,0.0044956,0.0044956,0.0044956
558,9450.08,0.3808,0.4224,1.03571,0.79984,0.80499,0.80114,0.74321,0.69816,0.70914,0.76213,1.25591,0.0044857,0.0044857,0.0044857
559,9466.86,0.37519,0.41336,1.03314,0.80397,0.82381,0.82769,0.76458,0.72195,0.70009,0.69803,1.23241,0.0044758,0.0044758,0.0044758
560,9483.4,0.38463,0.41949,1.03942,0.81715,0.82854,0.85463,0.79441,0.74804,0.69965,0.68014,1.22493,0.0044659,0.0044659,0.0044659
561,9500.28,0.37604,0.41315,1.04303,0.81475,0.82447,0.85225,0.80343,0.75384,0.70074,0.70844,1.22538,0.004456,0.004456,0.004456
562,9517.05,0.37305,0.41446,1.04097,0.83968,0.78861,0.84041,0.78812,0.74104,0.70271,0.74132,1.23391,0.0044461,0.0044461,0.0044461
563,9533.95,0.37863,0.42962,1.0419,0.8364,0.79171,0.8288,0.77096,0.72877,0.70538,0.74708,1.24037,0.0044362,0.0044362,0.0044362
564,9550.84,0.38379,0.42781,1.03905,0.80523,0.83197,0.82193,0.76778,0.72231,0.69845,0.75164,1.2342,0.0044263,0.0044263,0.0044263
565,9567.83,0.37265,0.42266,1.0307,0.79191,0.83124,0.81587,0.75782,0.71496,0.70583,0.75425,1.2361,0.0044164,0.0044164,0.0044164
566,9584.5,0.38475,0.42052,1.03997,0.83436,0.81438,0.82966,0.76171,0.72426,0.70688,0.73031,1.24223,0.0044065,0.0044065,0.0044065
567,9601.34,0.36852,0.42906,1.03265,0.81787,0.81199,0.8285,0.76802,0.72229,0.71414,0.7351,1.25318,0.0043966,0.0043966,0.0043966
568,9618.36,0.37388,0.41118,1.03597,0.7994,0.82622,0.84237,0.78022,0.73226,0.72052,0.73236,1.26782,0.0043867,0.0043867,0.0043867
569,9635.21,0.37488,0.40164,1.03105,0.82603,0.79014,0.82108,0.75955,0.7129,0.72143,0.76527,1.2594,0.0043768,0.0043768,0.0043768
570,9651.94,0.3746,0.42094,1.02869,0.82424,0.78923,0.82674,0.76247,0.71706,0.72498,0.74942,1.26093,0.0043669,0.0043669,0.0043669
571,9668.73,0.36738,0.41386,1.03565,0.82374,0.81741,0.84746,0.79144,0.73531,0.72101,0.74409,1.24746,0.004357,0.004357,0.004357
572,9685.46,0.36786,0.42813,1.03086,0.81801,0.78199,0.84762,0.78967,0.73945,0.70758,0.74647,1.23151,0.0043471,0.0043471,0.0043471
573,9702.39,0.37328,0.4257,1.03273,0.8073,0.79257,0.83125,0.7609,0.72303,0.70942,0.74479,1.22835,0.0043372,0.0043372,0.0043372
574,9719.06,0.36592,0.41073,1.02762,0.82359,0.79021,0.82673,0.76824,0.7219,0.71088,0.71827,1.23577,0.0043273,0.0043273,0.0043273
575,9735.72,0.35469,0.41419,1.03271,0.80208,0.79789,0.8201,0.76051,0.71222,0.71473,0.72095,1.23575,0.0043174,0.0043174,0.0043174
576,9752.33,0.3645,0.42361,1.03556,0.79206,0.8102,0.82144,0.74939,0.71172,0.71893,0.72497,1.2422,0.0043075,0.0043075,0.0043075
577,9768.9,0.37899,0.41236,1.03706,0.77997,0.84077,0.82494,0.75331,0.71539,0.71245,0.74798,1.2278,0.0042976,0.0042976,0.0042976
578,9785.44,0.36681,0.4176,1.03816,0.80292,0.7906,0.81565,0.74279,0.70805,0.71598,0.77136,1.24268,0.0042877,0.0042877,0.0042877
579,9801.9,0.36648,0.42219,1.03398,0.80712,0.79403,0.81513,0.74553,0.70917,0.71721,0.76084,1.24808,0.0042778,0.0042778,0.0042778
580,9819.01,0.36722,0.41592,1.03665,0.81755,0.79438,0.81103,0.73666,0.70012,0.72296,0.7281,1.24325,0.0042679,0.0042679,0.0042679
581,9835.82,0.35723,0.40391,1.03179,0.82855,0.77434,0.80915,0.73819,0.69957,0.72699,0.73551,1.25432,0.004258,0.004258,0.004258
582,9852.58,0.37285,0.4194,1.03577,0.82177,0.78556,0.81371,0.74149,0.70213,0.72552,0.72201,1.26846,0.0042481,0.0042481,0.0042481
583,9869.35,0.35168,0.42146,1.03961,0.83815,0.78579,0.82337,0.75297,0.7133,0.70936,0.70965,1.23385,0.0042382,0.0042382,0.0042382
584,9886.01,0.35918,0.41004,1.03001,0.79044,0.85473,0.83619,0.77735,0.72755,0.7094,0.68001,1.23257,0.0042283,0.0042283,0.0042283
585,9902.85,0.37012,0.40915,1.04112,0.79597,0.84531,0.83768,0.77448,0.72781,0.70929,0.69314,1.2252,0.0042184,0.0042184,0.0042184
586,9919.56,0.3664,0.42234,1.03746,0.81873,0.78609,0.82367,0.76462,0.71664,0.70836,0.72905,1.21814,0.0042085,0.0042085,0.0042085
587,9936.55,0.37494,0.44019,1.03461,0.80949,0.79622,0.82178,0.76198,0.71398,0.70919,0.69851,1.2271,0.0041986,0.0041986,0.0041986
588,9953.21,0.34998,0.40222,1.02353,0.80948,0.78882,0.82847,0.77026,0.72032,0.71722,0.69993,1.26065,0.0041887,0.0041887,0.0041887
589,9970.01,0.36498,0.42019,1.03791,0.78848,0.85799,0.82688,0.76688,0.72251,0.71425,0.71677,1.25535,0.0041788,0.0041788,0.0041788
590,9986.51,0.3592,0.41581,1.03987,0.793,0.84119,0.82177,0.76347,0.71704,0.70394,0.72927,1.22386,0.0041689,0.0041689,0.0041689
591,10003,0.36236,0.40675,1.02794,0.80463,0.81617,0.83223,0.78111,0.72713,0.70773,0.74734,1.23354,0.004159,0.004159,0.004159
592,10019.6,0.37215,0.43751,1.03353,0.80656,0.83203,0.83334,0.7793,0.7283,0.70575,0.75158,1.23199,0.0041491,0.0041491,0.0041491
593,10036.4,0.36892,0.41744,1.02394,0.81249,0.79312,0.82217,0.77449,0.72131,0.70741,0.76812,1.24046,0.0041392,0.0041392,0.0041392
594,10053.1,0.35017,0.4032,1.01996,0.82312,0.8023,0.82555,0.76953,0.72227,0.70785,0.74318,1.24053,0.0041293,0.0041293,0.0041293
595,10069.7,0.36979,0.42712,1.03609,0.77863,0.82532,0.82854,0.7723,0.72585,0.71087,0.76929,1.24076,0.0041194,0.0041194,0.0041194
596,10086.7,0.359,0.39692,1.01459,0.79968,0.82684,0.82581,0.76541,0.71976,0.71902,0.74397,1.25842,0.0041095,0.0041095,0.0041095
597,10103.7,0.36412,0.40651,1.02899,0.81188,0.82136,0.82777,0.76293,0.71919,0.70943,0.74006,1.24484,0.0040996,0.0040996,0.0040996
598,10120.5,0.37324,0.42857,1.03852,0.82541,0.81045,0.81722,0.75942,0.71023,0.70729,0.77433,1.24646,0.0040897,0.0040897,0.0040897
599,10137.2,0.36591,0.41085,1.03129,0.81836,0.81033,0.81439,0.76016,0.70826,0.71898,0.77161,1.26731,0.0040798,0.0040798,0.0040798
600,10153.8,0.372,0.41902,1.02933,0.79866,0.81033,0.81089,0.756,0.71121,0.70455,0.78546,1.23957,0.0040699,0.0040699,0.0040699
601,10170.5,0.38032,0.41786,1.03083,0.82063,0.79461,0.79773,0.74959,0.69894,0.70616,0.79186,1.24841,0.00406,0.00406,0.00406
602,10187.3,0.34967,0.38357,1.02219,0.80743,0.75157,0.78564,0.73571,0.68647,0.70418,0.81604,1.24827,0.0040501,0.0040501,0.0040501
603,10204.2,0.36881,0.40563,1.03403,0.7794,0.79,0.78409,0.73384,0.68295,0.69993,0.80276,1.24327,0.0040402,0.0040402,0.0040402
604,10220.8,0.35717,0.39876,1.0243,0.78042,0.79319,0.79647,0.74735,0.69428,0.708,0.78984,1.24688,0.0040303,0.0040303,0.0040303
605,10237.7,0.36831,0.42243,1.02709,0.79311,0.78292,0.79538,0.74686,0.69313,0.71048,0.78379,1.24608,0.0040204,0.0040204,0.0040204
606,10254.6,0.36989,0.40132,1.02583,0.82341,0.79705,0.8158,0.76696,0.71609,0.70247,0.76114,1.23221,0.0040105,0.0040105,0.0040105
607,10271.3,0.34827,0.39543,1.01832,0.81521,0.81704,0.81998,0.76653,0.72035,0.69565,0.73274,1.22152,0.0040006,0.0040006,0.0040006
608,10288.2,0.36402,0.41413,1.04028,0.81244,0.78218,0.81915,0.76211,0.71531,0.70858,0.72944,1.24176,0.0039907,0.0039907,0.0039907
609,10304.9,0.36338,0.43167,1.02377,0.8122,0.775,0.81474,0.75888,0.71131,0.71269,0.746,1.24412,0.0039808,0.0039808,0.0039808
610,10321.1,0.37447,0.42031,1.04125,0.82332,0.79098,0.80371,0.74669,0.69825,0.70529,0.75521,1.23394,0.0039709,0.0039709,0.0039709
611,10337.6,0.3537,0.39739,1.02439,0.79074,0.83096,0.80165,0.74332,0.69595,0.70374,0.76124,1.22717,0.003961,0.003961,0.003961
612,10354,0.36981,0.38864,1.04013,0.81053,0.81491,0.80959,0.75505,0.70438,0.70455,0.74814,1.22486,0.0039511,0.0039511,0.0039511
613,10370.8,0.37211,0.39007,1.02899,0.81477,0.7884,0.79835,0.73854,0.69284,0.70738,0.77031,1.23251,0.0039412,0.0039412,0.0039412
614,10387.5,0.36741,0.40908,1.0256,0.79953,0.80111,0.78944,0.73025,0.68467,0.70715,0.80458,1.23248,0.0039313,0.0039313,0.0039313
615,10404.3,0.35833,0.41032,1.02391,0.82355,0.77022,0.78966,0.72919,0.68405,0.69926,0.80598,1.2225,0.0039214,0.0039214,0.0039214
616,10421.1,0.35301,0.40965,1.02581,0.81689,0.77866,0.79419,0.74148,0.68927,0.69306,0.77613,1.21718,0.0039115,0.0039115,0.0039115
617,10438.1,0.35137,0.3893,1.03017,0.80264,0.80297,0.80002,0.74337,0.69031,0.6897,0.78292,1.21655,0.0039016,0.0039016,0.0039016
618,10454.7,0.36048,0.39337,1.02278,0.81818,0.80339,0.81345,0.75673,0.70261,0.69153,0.77333,1.22266,0.0038917,0.0038917,0.0038917
619,10471.5,0.34807,0.37902,1.01741,0.80223,0.80211,0.81029,0.75476,0.70218,0.69115,0.78152,1.22875,0.0038818,0.0038818,0.0038818
620,10488.6,0.34817,0.37991,1.01906,0.78379,0.81286,0.80964,0.75545,0.70052,0.68993,0.76402,1.22171,0.0038719,0.0038719,0.0038719
621,10505.2,0.36592,0.39445,1.02699,0.79496,0.80457,0.81053,0.75093,0.70332,0.69483,0.75284,1.22622,0.003862,0.003862,0.003862
622,10521.9,0.35035,0.38376,1.0224,0.79392,0.79958,0.81237,0.75967,0.7088,0.69716,0.75033,1.23096,0.0038521,0.0038521,0.0038521
623,10538.7,0.3725,0.41427,1.03242,0.80443,0.78739,0.81475,0.755,0.71255,0.70135,0.7779,1.24339,0.0038422,0.0038422,0.0038422
624,10555.3,0.35158,0.38805,1.02191,0.79393,0.79418,0.80941,0.76052,0.70842,0.69908,0.77519,1.23521,0.0038323,0.0038323,0.0038323
625,10572,0.35818,0.38718,1.01808,0.82108,0.75985,0.80198,0.75684,0.70354,0.6993,0.77389,1.23046,0.0038224,0.0038224,0.0038224
626,10588.9,0.36216,0.39036,1.02333,0.75355,0.85303,0.81045,0.75909,0.70946,0.69712,0.77532,1.22426,0.0038125,0.0038125,0.0038125
627,10605.8,0.37269,0.38406,1.02951,0.75163,0.85059,0.80997,0.75059,0.70957,0.69554,0.77745,1.21476,0.0038026,0.0038026,0.0038026
628,10622.5,0.35459,0.38323,1.01598,0.78215,0.83493,0.80849,0.74581,0.70662,0.6907,0.7653,1.20399,0.0037927,0.0037927,0.0037927
629,10639.3,0.37076,0.40517,1.03803,0.78773,0.83566,0.80599,0.74515,0.70243,0.69017,0.79108,1.20252,0.0037828,0.0037828,0.0037828
630,10656.2,0.33826,0.39906,1.0231,0.7639,0.85907,0.823,0.7672,0.71911,0.68606,0.77197,1.20419,0.0037729,0.0037729,0.0037729
631,10673.1,0.35706,0.38467,1.02883,0.78839,0.80027,0.81851,0.7576,0.71167,0.68394,0.7537,1.20296,0.003763,0.003763,0.003763
632,10689.8,0.35528,0.38034,1.02102,0.80989,0.796,0.82047,0.75251,0.71392,0.68796,0.75549,1.21096,0.0037531,0.0037531,0.0037531
633,10706.5,0.35054,0.381,1.01492,0.81134,0.78218,0.82289,0.7521,0.72014,0.68893,0.76207,1.20716,0.0037432,0.0037432,0.0037432
634,10723.3,0.35334,0.3899,1.02425,0.80299,0.79199,0.82554,0.76633,0.72569,0.68715,0.75061,1.20388,0.0037333,0.0037333,0.0037333
635,10740.1,0.35492,0.39315,1.01788,0.80765,0.81825,0.82797,0.77463,0.72466,0.69589,0.74658,1.22736,0.0037234,0.0037234,0.0037234
636,10757,0.35455,0.38323,1.02623,0.80646,0.81815,0.82991,0.77784,0.72777,0.69714,0.75198,1.22882,0.0037135,0.0037135,0.0037135
637,10773.9,0.3559,0.38782,1.0213,0.77192,0.83754,0.83383,0.7809,0.73038,0.70129,0.7346,1.23331,0.0037036,0.0037036,0.0037036
638,10790.6,0.34222,0.37068,1.01555,0.8223,0.76358,0.82178,0.76533,0.71722,0.70326,0.7418,1.23212,0.0036937,0.0036937,0.0036937
639,10807.3,0.35316,0.38278,1.0232,0.82877,0.77622,0.81509,0.75413,0.70913,0.70845,0.76725,1.23482,0.0036838,0.0036838,0.0036838
640,10824.1,0.35484,0.38725,1.0253,0.83658,0.76746,0.82214,0.76372,0.71754,0.71147,0.77614,1.25017,0.0036739,0.0036739,0.0036739
641,10841.1,0.37009,0.40251,1.03058,0.83394,0.79148,0.82264,0.76763,0.71716,0.71403,0.78331,1.26723,0.003664,0.003664,0.003664
642,10858.2,0.34817,0.39388,1.0168,0.83594,0.79246,0.82199,0.7674,0.71809,0.70584,0.77199,1.24703,0.0036541,0.0036541,0.0036541
643,10875,0.36017,0.36788,1.02643,0.81091,0.82227,0.82315,0.7658,0.71763,0.70016,0.75256,1.24618,0.0036442,0.0036442,0.0036442
644,10891.8,0.35114,0.38529,1.02069,0.82804,0.78698,0.81661,0.75707,0.71368,0.69931,0.74398,1.25526,0.0036343,0.0036343,0.0036343
645,10908.6,0.35184,0.38595,1.02614,0.80322,0.82874,0.8172,0.75987,0.71453,0.69846,0.73691,1.25212,0.0036244,0.0036244,0.0036244
646,10925.6,0.3471,0.39252,1.01365,0.82298,0.80912,0.81137,0.75411,0.70679,0.70192,0.76325,1.25962,0.0036145,0.0036145,0.0036145
647,10942.4,0.34636,0.38074,1.01398,0.81949,0.79042,0.81086,0.75253,0.70532,0.69627,0.77729,1.25248,0.0036046,0.0036046,0.0036046
648,10959.2,0.35014,0.38248,1.02235,0.83723,0.79498,0.81263,0.75845,0.70757,0.68582,0.76841,1.23315,0.0035947,0.0035947,0.0035947
649,10976,0.34621,0.36487,1.02302,0.8315,0.79471,0.81699,0.76676,0.71318,0.69106,0.771,1.24694,0.0035848,0.0035848,0.0035848
650,10992.8,0.35065,0.3931,1.01786,0.82381,0.80077,0.81911,0.76639,0.71673,0.68943,0.77042,1.23213,0.0035749,0.0035749,0.0035749
651,11009.6,0.33728,0.35823,1.01281,0.81848,0.8057,0.81288,0.75606,0.70691,0.69395,0.77799,1.23274,0.003565,0.003565,0.003565
652,11026.3,0.34714,0.37657,1.01802,0.82503,0.78981,0.80954,0.7522,0.69883,0.7039,0.80099,1.24383,0.0035551,0.0035551,0.0035551
653,11043.2,0.34455,0.39342,1.02171,0.82625,0.79469,0.80647,0.74669,0.69521,0.70862,0.79961,1.25561,0.0035452,0.0035452,0.0035452
654,11060.1,0.34076,0.36287,1.01928,0.83353,0.78344,0.80408,0.74485,0.69381,0.70088,0.81574,1.24563,0.0035353,0.0035353,0.0035353
655,11077,0.34233,0.37217,1.01612,0.8038,0.81884,0.80962,0.74824,0.70095,0.69285,0.79171,1.23015,0.0035254,0.0035254,0.0035254
656,11093.9,0.34528,0.38351,1.01191,0.85364,0.77764,0.81833,0.75404,0.71029,0.69781,0.77256,1.2321,0.0035155,0.0035155,0.0035155
657,11110.5,0.33728,0.36559,1.01665,0.86309,0.77113,0.82147,0.75958,0.70994,0.70605,0.75039,1.24259,0.0035056,0.0035056,0.0035056
658,11127.1,0.35357,0.3865,1.02139,0.79918,0.81637,0.82534,0.7639,0.71448,0.70817,0.75527,1.24622,0.0034957,0.0034957,0.0034957
659,11144,0.33827,0.36828,1.01132,0.84296,0.78201,0.8275,0.76717,0.715,0.70906,0.75145,1.24493,0.0034858,0.0034858,0.0034858
660,11160.6,0.3483,0.37127,1.01234,0.8353,0.79216,0.82714,0.76583,0.71451,0.70578,0.74698,1.23783,0.0034759,0.0034759,0.0034759
661,11177.3,0.34539,0.37608,1.01824,0.82578,0.80484,0.82384,0.77003,0.71435,0.70122,0.75552,1.2273,0.003466,0.003466,0.003466
662,11194,0.33851,0.36352,1.01825,0.83384,0.80133,0.81948,0.76491,0.71047,0.69634,0.73422,1.22468,0.0034561,0.0034561,0.0034561
663,11210.9,0.33197,0.35207,1.01146,0.86099,0.78372,0.82096,0.7618,0.71039,0.69201,0.70549,1.22095,0.0034462,0.0034462,0.0034462
664,11227.7,0.33381,0.36754,1.02079,0.86057,0.7752,0.82226,0.76664,0.71285,0.68824,0.71463,1.21369,0.0034363,0.0034363,0.0034363
665,11244.9,0.33712,0.36582,1.01264,0.83853,0.80382,0.83282,0.779,0.72448,0.68683,0.71131,1.21381,0.0034264,0.0034264,0.0034264
666,11261.9,0.3457,0.38215,1.02597,0.83599,0.80789,0.83025,0.77601,0.71936,0.69538,0.72623,1.22448,0.0034165,0.0034165,0.0034165
667,11278.7,0.34064,0.36889,1.01302,0.81888,0.81688,0.82516,0.77407,0.71803,0.69631,0.72616,1.22547,0.0034066,0.0034066,0.0034066
668,11295.5,0.33955,0.39979,1.01754,0.79088,0.83515,0.82605,0.77721,0.71946,0.69245,0.7244,1.22123,0.0033967,0.0033967,0.0033967
669,11312.3,0.33887,0.37138,1.01089,0.8194,0.81799,0.83138,0.78016,0.72717,0.6943,0.73453,1.2209,0.0033868,0.0033868,0.0033868
670,11329.1,0.33579,0.37395,1.01864,0.83353,0.80527,0.83729,0.78222,0.73348,0.69687,0.7361,1.22629,0.0033769,0.0033769,0.0033769
671,11346.1,0.33651,0.35703,1.01038,0.82192,0.80879,0.81995,0.7715,0.71913,0.69367,0.74847,1.21724,0.003367,0.003367,0.003367
672,11363,0.34779,0.37295,1.01432,0.79341,0.81882,0.81422,0.76034,0.71172,0.68644,0.75769,1.20984,0.0033571,0.0033571,0.0033571
673,11379.6,0.34857,0.37995,1.01803,0.82837,0.76691,0.81323,0.76291,0.71128,0.69309,0.77257,1.2234,0.0033472,0.0033472,0.0033472
674,11396.5,0.3376,0.37972,1.01143,0.82901,0.76873,0.82046,0.76661,0.7158,0.69222,0.78631,1.21948,0.0033373,0.0033373,0.0033373
675,11413.5,0.34406,0.36688,1.02103,0.82159,0.77241,0.81777,0.75931,0.71433,0.69487,0.78871,1.2296,0.0033274,0.0033274,0.0033274
676,11430.5,0.33087,0.36316,1.00943,0.78898,0.81831,0.81944,0.76118,0.7175,0.68997,0.78887,1.22429,0.0033175,0.0033175,0.0033175
677,11447.6,0.33939,0.373,1.00594,0.77622,0.82897,0.81183,0.76106,0.71104,0.69051,0.79849,1.2232,0.0033076,0.0033076,0.0033076
678,11464.7,0.34182,0.37682,1.01185,0.81813,0.76927,0.80321,0.754,0.70129,0.69363,0.81636,1.22978,0.0032977,0.0032977,0.0032977
679,11481.5,0.33517,0.36561,1.00683,0.81726,0.781,0.82755,0.77426,0.726,0.69188,0.7897,1.23249,0.0032878,0.0032878,0.0032878
680,11497.9,0.36465,0.3934,1.03037,0.82263,0.78892,0.83086,0.77903,0.72883,0.69336,0.77486,1.23319,0.0032779,0.0032779,0.0032779
681,11514.8,0.33853,0.37727,1.01338,0.83296,0.80017,0.82877,0.77859,0.72583,0.69993,0.77901,1.24776,0.003268,0.003268,0.003268
682,11531.6,0.32814,0.36846,1.0094,0.83377,0.81994,0.8366,0.7839,0.73042,0.69493,0.7638,1.23453,0.0032581,0.0032581,0.0032581
683,11548.3,0.33792,0.36274,1.00976,0.81439,0.82385,0.8424,0.79257,0.73715,0.69859,0.73934,1.23791,0.0032482,0.0032482,0.0032482
684,11565.2,0.32834,0.3485,1.00475,0.81079,0.81866,0.8384,0.79499,0.73611,0.68959,0.75053,1.22431,0.0032383,0.0032383,0.0032383
685,11582.1,0.33484,0.35689,1.01248,0.82011,0.79843,0.83536,0.78617,0.73335,0.69115,0.78396,1.23475,0.0032284,0.0032284,0.0032284
686,11598.8,0.33539,0.36774,1.01038,0.81042,0.81354,0.82507,0.77391,0.72327,0.68861,0.78527,1.23573,0.0032185,0.0032185,0.0032185
687,11615.5,0.3309,0.36905,1.01275,0.81499,0.81009,0.82564,0.77417,0.72544,0.68876,0.78192,1.23701,0.0032086,0.0032086,0.0032086
