epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP75(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
166,2829.94,0.56895,0.8233,1.19959,0.78706,0.79663,0.83011,0.73686,0.69226,0.82361,0.87646,1.36738,0.0083665,0.0083665,0.0083665
167,2847.2,0.5661,0.85015,1.1884,0.74481,0.74455,0.80803,0.73459,0.68338,0.80193,0.92526,1.32685,0.0083566,0.0083566,0.0083566
168,2864.03,0.56696,0.84496,1.19387,0.80195,0.79726,0.84427,0.77505,0.70942,0.78544,0.84005,1.30664,0.0083467,0.0083467,0.0083467
169,2880.84,0.55866,0.82185,1.19779,0.83577,0.80691,0.86507,0.77123,0.7144,0.82665,0.8268,1.34788,0.0083368,0.0083368,0.0083368
170,2897.82,0.57161,0.80455,1.19241,0.79287,0.7585,0.84451,0.74834,0.70732,0.85431,0.95571,1.40469,0.0083269,0.0083269,0.0083269
171,2914.82,0.56686,0.81189,1.17497,0.86296,0.76837,0.88065,0.78423,0.73653,0.84029,0.84962,1.3673,0.008317,0.008317,0.008317
172,2931.57,0.57236,0.82664,1.19014,0.76379,0.85057,0.83658,0.7553,0.6971,0.81714,0.84393,1.35369,0.0083071,0.0083071,0.0083071
173,2948.18,0.55208,0.84001,1.18684,0.7952,0.79583,0.87099,0.78298,0.73477,0.82867,0.84719,1.35385,0.0082972,0.0082972,0.0082972
174,2964.89,0.52542,0.79551,1.15502,0.83628,0.82498,0.85401,0.75691,0.71805,0.81197,0.78096,1.36038,0.0082873,0.0082873,0.0082873
175,2981.87,0.53874,0.79167,1.17764,0.83725,0.80018,0.87472,0.78772,0.74911,0.79578,0.80951,1.33241,0.0082774,0.0082774,0.0082774
176,2999.04,0.54676,0.78832,1.18483,0.81977,0.77661,0.84797,0.7562,0.71364,0.79361,0.88427,1.32917,0.0082675,0.0082675,0.0082675
177,3015.95,0.54884,0.79133,1.1697,0.82192,0.86138,0.88092,0.7704,0.72554,0.81063,0.73998,1.33426,0.0082576,0.0082576,0.0082576
178,3032.81,0.55848,0.82477,1.17776,0.79573,0.80024,0.86052,0.7716,0.71499,0.83431,0.88582,1.37174,0.0082477,0.0082477,0.0082477
179,3049.81,0.55227,0.80753,1.17942,0.82703,0.76779,0.87066,0.77248,0.72874,0.81378,0.77914,1.33908,0.0082378,0.0082378,0.0082378
180,3066.92,0.55648,0.81311,1.1982,0.82195,0.83542,0.86778,0.77411,0.723,0.81117,0.79077,1.33237,0.0082279,0.0082279,0.0082279
181,3083.89,0.55062,0.82779,1.17239,0.79906,0.84649,0.88067,0.80581,0.73715,0.83178,0.7869,1.36434,0.008218,0.008218,0.008218
182,3100.97,0.54187,0.78274,1.15831,0.79145,0.83288,0.85219,0.77593,0.71674,0.78481,0.79236,1.32137,0.0082081,0.0082081,0.0082081
183,3117.49,0.54397,0.77652,1.17945,0.79174,0.82468,0.85147,0.7814,0.71368,0.77966,0.80891,1.3082,0.0081982,0.0081982,0.0081982
184,3133.97,0.54661,0.78192,1.17353,0.7803,0.77703,0.84915,0.76297,0.70352,0.82412,0.90885,1.33686,0.0081883,0.0081883,0.0081883
185,3150.67,0.53671,0.7426,1.1721,0.801,0.78784,0.86362,0.76768,0.71476,0.78689,0.86485,1.30488,0.0081784,0.0081784,0.0081784
186,3167.48,0.55547,0.78657,1.18244,0.77851,0.80429,0.84796,0.76955,0.72401,0.76133,0.89385,1.27387,0.0081685,0.0081685,0.0081685
187,3184.09,0.53573,0.74663,1.16153,0.85472,0.78259,0.87137,0.77751,0.73895,0.78408,0.82754,1.31525,0.0081586,0.0081586,0.0081586
188,3200.56,0.5368,0.76179,1.16774,0.88944,0.76857,0.91073,0.8269,0.76443,0.78432,0.74448,1.30488,0.0081487,0.0081487,0.0081487
189,3217.54,0.54601,0.74898,1.17276,0.76045,0.81196,0.83662,0.74749,0.69992,0.8075,0.84855,1.3529,0.0081388,0.0081388,0.0081388
190,3234.6,0.54417,0.75061,1.17491,0.83661,0.76919,0.86582,0.78198,0.72507,0.81296,0.85444,1.3519,0.0081289,0.0081289,0.0081289
191,3251.78,0.54102,0.7537,1.17548,0.7941,0.8073,0.84871,0.75033,0.70578,0.79882,0.94864,1.32084,0.008119,0.008119,0.008119
192,3268.78,0.51235,0.73122,1.15462,0.83288,0.79414,0.85322,0.762,0.71347,0.79312,0.86648,1.31498,0.0081091,0.0081091,0.0081091
193,3285.85,0.549,0.77225,1.16725,0.8054,0.80689,0.87791,0.78714,0.74126,0.80828,0.83223,1.35389,0.0080992,0.0080992,0.0080992
194,3302.83,0.53208,0.74961,1.1615,0.8219,0.82552,0.88429,0.794,0.74783,0.81706,0.76669,1.35777,0.0080893,0.0080893,0.0080893
195,3319.99,0.5319,0.74142,1.16661,0.83315,0.77171,0.86141,0.77425,0.73385,0.77032,0.76413,1.296,0.0080794,0.0080794,0.0080794
196,3337.02,0.52186,0.72989,1.15706,0.81316,0.78904,0.8625,0.77803,0.72544,0.76848,0.73087,1.27689,0.0080695,0.0080695,0.0080695
197,3354.06,0.52767,0.73874,1.1682,0.7907,0.81952,0.87166,0.7724,0.7336,0.75322,0.78962,1.27225,0.0080596,0.0080596,0.0080596
198,3370.92,0.54459,0.77543,1.17847,0.85463,0.78846,0.85986,0.77902,0.72468,0.78683,0.73326,1.31069,0.0080497,0.0080497,0.0080497
199,3387.98,0.52238,0.74664,1.15291,0.84677,0.82047,0.89553,0.82645,0.76799,0.75675,0.74187,1.26889,0.0080398,0.0080398,0.0080398
200,3405.17,0.53216,0.78294,1.15912,0.83448,0.80601,0.86465,0.76578,0.72802,0.80459,0.81771,1.33099,0.0080299,0.0080299,0.0080299
201,3422.25,0.54356,0.75804,1.17748,0.80207,0.78065,0.84957,0.75954,0.71729,0.75635,0.88443,1.25995,0.00802,0.00802,0.00802
202,3439.14,0.52815,0.7272,1.16092,0.81402,0.81191,0.85588,0.76391,0.72367,0.79461,0.78829,1.31223,0.0080101,0.0080101,0.0080101
203,3455.79,0.52521,0.72544,1.16502,0.72525,0.84132,0.84251,0.75584,0.70585,0.79657,0.84825,1.33044,0.0080002,0.0080002,0.0080002
204,3472.78,0.52569,0.73225,1.15563,0.81515,0.86774,0.87214,0.76599,0.72442,0.83652,0.75251,1.36882,0.0079903,0.0079903,0.0079903
205,3489.71,0.52691,0.76842,1.16014,0.8263,0.82529,0.86353,0.76973,0.72861,0.79169,0.74529,1.31751,0.0079804,0.0079804,0.0079804
206,3506.34,0.52512,0.73373,1.16188,0.81289,0.77864,0.83396,0.72884,0.68886,0.80694,0.85078,1.3294,0.0079705,0.0079705,0.0079705
207,3523.32,0.53937,0.73758,1.1636,0.80956,0.81862,0.86819,0.75877,0.72356,0.80923,0.83424,1.35163,0.0079606,0.0079606,0.0079606
208,3540.26,0.53281,0.73446,1.15652,0.86665,0.79907,0.8736,0.7875,0.73811,0.75528,0.80482,1.27586,0.0079507,0.0079507,0.0079507
209,3557.14,0.53053,0.72975,1.15718,0.76793,0.78567,0.8423,0.77548,0.71852,0.75394,0.92449,1.28944,0.0079408,0.0079408,0.0079408
210,3574.28,0.51708,0.7124,1.15269,0.77015,0.82469,0.82408,0.75069,0.69209,0.81242,0.85962,1.34308,0.0079309,0.0079309,0.0079309
211,3591.32,0.5199,0.71553,1.15211,0.85145,0.80921,0.87695,0.80137,0.74663,0.79651,0.77395,1.33283,0.007921,0.007921,0.007921
212,3608.16,0.52919,0.72119,1.1651,0.81665,0.82586,0.86396,0.78891,0.73121,0.81051,0.83646,1.32878,0.0079111,0.0079111,0.0079111
213,3625.04,0.54051,0.7107,1.15933,0.75784,0.82981,0.8535,0.78381,0.72843,0.76708,0.82784,1.282,0.0079012,0.0079012,0.0079012
214,3641.81,0.53262,0.73286,1.15617,0.79053,0.75453,0.84549,0.75818,0.7154,0.78253,0.91786,1.30247,0.0078913,0.0078913,0.0078913
215,3658.77,0.55109,0.73462,1.17972,0.89297,0.78974,0.90755,0.82124,0.76982,0.79768,0.73728,1.33239,0.0078814,0.0078814,0.0078814
216,3675.6,0.51432,0.71692,1.14121,0.89212,0.82492,0.89554,0.79292,0.75851,0.78591,0.75333,1.31655,0.0078715,0.0078715,0.0078715
217,3692.19,0.5384,0.71928,1.16334,0.8435,0.80423,0.87702,0.77728,0.73882,0.77033,0.74888,1.29675,0.0078616,0.0078616,0.0078616
218,3709,0.53336,0.73019,1.16497,0.81129,0.81273,0.85741,0.77497,0.72768,0.7828,0.81392,1.3075,0.0078517,0.0078517,0.0078517
219,3725.79,0.51654,0.70736,1.15353,0.80096,0.85738,0.87246,0.77985,0.73631,0.80163,0.76163,1.33859,0.0078418,0.0078418,0.0078418
220,3742.49,0.54255,0.72771,1.16991,0.81364,0.82879,0.87521,0.78602,0.73923,0.76238,0.78119,1.28834,0.0078319,0.0078319,0.0078319
221,3759.32,0.52512,0.70187,1.15383,0.8017,0.80231,0.86954,0.79184,0.7408,0.76837,0.79735,1.2909,0.007822,0.007822,0.007822
222,3776,0.51659,0.71022,1.15825,0.78301,0.81269,0.8481,0.77538,0.72138,0.76985,0.67334,1.29124,0.0078121,0.0078121,0.0078121
223,3793.02,0.53216,0.73831,1.15928,0.75452,0.82034,0.83548,0.75991,0.70674,0.76818,0.77012,1.29134,0.0078022,0.0078022,0.0078022
224,3810.26,0.51199,0.68636,1.13977,0.78468,0.8072,0.83291,0.75793,0.71093,0.73697,0.80422,1.25649,0.0077923,0.0077923,0.0077923
225,3827.17,0.53317,0.72091,1.15617,0.79057,0.80841,0.83253,0.74656,0.69736,0.81466,0.83619,1.34266,0.0077824,0.0077824,0.0077824
226,3844.3,0.52655,0.7146,1.1585,0.80598,0.82378,0.87929,0.8005,0.75555,0.75459,0.77904,1.26664,0.0077725,0.0077725,0.0077725
227,3861.12,0.52049,0.70508,1.14505,0.71838,0.82643,0.82188,0.7569,0.71047,0.71703,1.04422,1.22739,0.0077626,0.0077626,0.0077626
228,3878.26,0.52246,0.73353,1.14493,0.80872,0.78252,0.86035,0.78454,0.73701,0.77999,0.81015,1.29604,0.0077527,0.0077527,0.0077527
229,3895.15,0.50501,0.69701,1.14094,0.81368,0.82612,0.85824,0.76737,0.72692,0.76699,0.77461,1.29347,0.0077428,0.0077428,0.0077428
230,3912.35,0.51816,0.70619,1.14356,0.80206,0.77289,0.83162,0.75899,0.70552,0.78479,0.89514,1.31602,0.0077329,0.0077329,0.0077329
231,3929.36,0.51343,0.69486,1.13479,0.81623,0.82483,0.85186,0.76622,0.71014,0.79368,0.80737,1.33773,0.007723,0.007723,0.007723
232,3946.11,0.52799,0.68562,1.15206,0.80348,0.78888,0.81802,0.74604,0.69684,0.75863,0.79842,1.28821,0.0077131,0.0077131,0.0077131
233,3962.92,0.50027,0.70438,1.13311,0.80912,0.86775,0.86682,0.78777,0.74252,0.74815,0.69711,1.28771,0.0077032,0.0077032,0.0077032
234,3979.57,0.50784,0.7082,1.15259,0.85269,0.78868,0.85396,0.78388,0.72441,0.76617,0.76154,1.26921,0.0076933,0.0076933,0.0076933
235,3996.25,0.50921,0.71209,1.14921,0.7534,0.84331,0.8211,0.74975,0.69934,0.76334,0.83022,1.27929,0.0076834,0.0076834,0.0076834
236,4012.68,0.52136,0.70403,1.15666,0.82019,0.78309,0.8495,0.77734,0.72202,0.79995,0.78453,1.34258,0.0076735,0.0076735,0.0076735
237,4029.51,0.50067,0.66341,1.13914,0.76155,0.83454,0.84384,0.76208,0.71632,0.77192,0.77417,1.30002,0.0076636,0.0076636,0.0076636
238,4046.48,0.51439,0.6917,1.14496,0.88007,0.78239,0.88725,0.80316,0.74869,0.7736,0.73656,1.29011,0.0076537,0.0076537,0.0076537
239,4063.42,0.49951,0.68643,1.14079,0.88298,0.76094,0.88202,0.80878,0.76272,0.77523,0.80602,1.31614,0.0076438,0.0076438,0.0076438
240,4080.5,0.5019,0.69522,1.14605,0.85902,0.84629,0.87354,0.78745,0.73966,0.78491,0.77827,1.32316,0.0076339,0.0076339,0.0076339
241,4097.37,0.4987,0.66783,1.13864,0.8342,0.80974,0.88922,0.80617,0.76228,0.76862,0.77388,1.30227,0.007624,0.007624,0.007624
242,4114.35,0.50535,0.69036,1.1374,0.8157,0.76507,0.85924,0.7807,0.73848,0.74392,0.88454,1.25286,0.0076141,0.0076141,0.0076141
243,4131.32,0.50968,0.69853,1.14212,0.89297,0.76852,0.86717,0.78429,0.7272,0.79084,0.73817,1.32121,0.0076042,0.0076042,0.0076042
244,4148.5,0.52366,0.71274,1.14272,0.80093,0.84038,0.88171,0.77895,0.73485,0.79839,0.80142,1.31574,0.0075943,0.0075943,0.0075943
245,4165.82,0.5055,0.65772,1.13965,0.83677,0.81488,0.85641,0.76862,0.72278,0.77501,0.74197,1.31812,0.0075844,0.0075844,0.0075844
246,4182.87,0.49322,0.706,1.13004,0.81779,0.75196,0.85311,0.77936,0.72269,0.78871,0.83316,1.32207,0.0075745,0.0075745,0.0075745
247,4200.03,0.51054,0.68261,1.14688,0.76558,0.79145,0.85545,0.77492,0.72746,0.77859,0.82049,1.32521,0.0075646,0.0075646,0.0075646
248,4216.89,0.49405,0.66731,1.1235,0.82942,0.71593,0.8437,0.75578,0.70991,0.80552,0.85534,1.33919,0.0075547,0.0075547,0.0075547
249,4233.91,0.49707,0.66451,1.13159,0.77839,0.85222,0.86225,0.75848,0.70859,0.82998,0.76785,1.36596,0.0075448,0.0075448,0.0075448
250,4251.16,0.50644,0.66223,1.14373,0.81017,0.7459,0.81088,0.73404,0.68361,0.78295,0.86923,1.31318,0.0075349,0.0075349,0.0075349
251,4268.08,0.5045,0.67874,1.14505,0.76837,0.82952,0.83357,0.7582,0.70522,0.79175,0.82792,1.31602,0.007525,0.007525,0.007525
252,4285.19,0.47478,0.6545,1.12039,0.82457,0.79803,0.85009,0.76766,0.72211,0.75386,0.78865,1.28093,0.0075151,0.0075151,0.0075151
253,4302.17,0.4993,0.65292,1.1293,0.76877,0.80833,0.82408,0.74733,0.6954,0.74959,0.8153,1.29205,0.0075052,0.0075052,0.0075052
254,4319.12,0.50566,0.6521,1.14088,0.70492,0.83649,0.82064,0.74049,0.69492,0.76375,0.89997,1.3004,0.0074953,0.0074953,0.0074953
255,4336.09,0.49777,0.65728,1.13168,0.72932,0.82692,0.83,0.75474,0.71084,0.75801,0.811,1.27085,0.0074854,0.0074854,0.0074854
256,4352.87,0.48882,0.67658,1.12567,0.79452,0.82833,0.8526,0.78233,0.72839,0.74953,0.76195,1.27976,0.0074755,0.0074755,0.0074755
257,4369.65,0.48938,0.65821,1.13008,0.80738,0.7544,0.82578,0.74455,0.68912,0.78527,0.86277,1.32619,0.0074656,0.0074656,0.0074656
258,4386.51,0.4961,0.67564,1.13846,0.85239,0.71813,0.85884,0.78103,0.72729,0.74629,0.75062,1.28798,0.0074557,0.0074557,0.0074557
259,4403.23,0.49201,0.66325,1.13711,0.81674,0.82986,0.86653,0.79002,0.73454,0.73563,0.71632,1.27433,0.0074458,0.0074458,0.0074458
260,4420.03,0.48447,0.64929,1.12873,0.79863,0.84254,0.86434,0.79914,0.74307,0.75725,0.79093,1.28147,0.0074359,0.0074359,0.0074359
261,4436.65,0.49217,0.66844,1.12863,0.80572,0.84654,0.86674,0.79029,0.73653,0.79637,0.77893,1.35428,0.007426,0.007426,0.007426
262,4453.68,0.47977,0.64738,1.12154,0.79987,0.81101,0.84114,0.76555,0.72108,0.77593,0.78783,1.32564,0.0074161,0.0074161,0.0074161
263,4470.72,0.48521,0.66996,1.12927,0.82859,0.76746,0.86416,0.78602,0.74642,0.75856,0.80069,1.28547,0.0074062,0.0074062,0.0074062
264,4487.95,0.47627,0.63163,1.11187,0.82006,0.84474,0.87609,0.80836,0.7549,0.74496,0.71524,1.25959,0.0073963,0.0073963,0.0073963
265,4504.99,0.48369,0.64839,1.12829,0.78767,0.82017,0.82879,0.75289,0.71082,0.76809,0.81423,1.2906,0.0073864,0.0073864,0.0073864
266,4522.17,0.49653,0.66802,1.13568,0.76455,0.86676,0.87149,0.80529,0.75522,0.75864,0.75852,1.29955,0.0073765,0.0073765,0.0073765
267,4538.94,0.49641,0.64713,1.13232,0.80667,0.85709,0.86812,0.79505,0.74756,0.75269,0.73068,1.2993,0.0073666,0.0073666,0.0073666
268,4556.07,0.49573,0.64993,1.13108,0.78723,0.85118,0.86286,0.79485,0.73764,0.74694,0.80162,1.2724,0.0073567,0.0073567,0.0073567
269,4572.85,0.49402,0.66142,1.13361,0.77154,0.84365,0.86862,0.80146,0.74687,0.72368,0.74904,1.24082,0.0073468,0.0073468,0.0073468
270,4589.35,0.46867,0.61049,1.11815,0.78424,0.85448,0.86493,0.78874,0.7339,0.769,0.78593,1.31208,0.0073369,0.0073369,0.0073369
271,4606.27,0.49654,0.62455,1.13184,0.73618,0.87682,0.85479,0.77592,0.7302,0.77993,0.75272,1.32321,0.007327,0.007327,0.007327
272,4623.16,0.48042,0.65994,1.11974,0.76818,0.82092,0.86773,0.79506,0.74368,0.74788,0.76499,1.30513,0.0073171,0.0073171,0.0073171
273,4640.1,0.5133,0.64411,1.14102,0.74655,0.78596,0.8513,0.77786,0.74133,0.72447,0.81038,1.28307,0.0073072,0.0073072,0.0073072
274,4656.59,0.48186,0.63836,1.12122,0.83353,0.76928,0.86209,0.79775,0.74798,0.71688,0.72183,1.25753,0.0072973,0.0072973,0.0072973
275,4673.45,0.48647,0.65989,1.12626,0.81561,0.81647,0.87904,0.80601,0.75328,0.76097,0.77357,1.31337,0.0072874,0.0072874,0.0072874
276,4690.54,0.48196,0.6458,1.13293,0.7945,0.85138,0.86641,0.78377,0.74179,0.76113,0.75696,1.30101,0.0072775,0.0072775,0.0072775
277,4707.58,0.47138,0.62177,1.11461,0.78248,0.8077,0.83554,0.75475,0.71166,0.762,0.83551,1.27531,0.0072676,0.0072676,0.0072676
278,4724.47,0.48362,0.65277,1.12437,0.78255,0.83185,0.84516,0.7661,0.72378,0.76361,0.80256,1.29614,0.0072577,0.0072577,0.0072577
279,4741.8,0.47538,0.61231,1.11831,0.77875,0.85815,0.87196,0.80399,0.75233,0.73038,0.72321,1.27127,0.0072478,0.0072478,0.0072478
280,4758.33,0.46715,0.61581,1.11723,0.79478,0.83319,0.83718,0.76305,0.71368,0.77074,0.80931,1.31779,0.0072379,0.0072379,0.0072379
281,4775.18,0.49316,0.63219,1.12841,0.82357,0.79184,0.84938,0.78537,0.72874,0.75199,0.75664,1.28367,0.007228,0.007228,0.007228
282,4791.99,0.46681,0.61751,1.10953,0.86891,0.75988,0.84504,0.78271,0.73097,0.74934,0.78213,1.30234,0.0072181,0.0072181,0.0072181
283,4808.73,0.49235,0.63183,1.13051,0.82177,0.77586,0.84931,0.78608,0.72785,0.74671,0.79424,1.28983,0.0072082,0.0072082,0.0072082
284,4825.29,0.50702,0.64441,1.12609,0.76805,0.80672,0.84958,0.79034,0.73341,0.73381,0.81417,1.24689,0.0071983,0.0071983,0.0071983
285,4841.9,0.46441,0.61166,1.10399,0.75361,0.85259,0.86861,0.78893,0.74968,0.753,0.76108,1.26627,0.0071884,0.0071884,0.0071884
286,4858.64,0.48497,0.6094,1.1215,0.81139,0.82373,0.86428,0.79816,0.74205,0.72858,0.7181,1.24377,0.0071785,0.0071785,0.0071785
287,4875.46,0.47997,0.60933,1.12383,0.77572,0.84213,0.83781,0.7674,0.72273,0.74469,0.81924,1.30454,0.0071686,0.0071686,0.0071686
288,4892.24,0.48432,0.64127,1.11965,0.8205,0.78269,0.86004,0.77544,0.73131,0.7743,0.81189,1.32575,0.0071587,0.0071587,0.0071587
289,4909.06,0.49997,0.6449,1.13894,0.83286,0.81327,0.88232,0.79256,0.7482,0.77813,0.7083,1.31099,0.0071488,0.0071488,0.0071488
290,4926.08,0.48591,0.6351,1.12145,0.81524,0.84483,0.89452,0.83085,0.77297,0.73529,0.69952,1.25304,0.0071389,0.0071389,0.0071389
291,4942.89,0.47283,0.59764,1.11296,0.83483,0.83543,0.8945,0.82552,0.76536,0.74733,0.68137,1.26924,0.007129,0.007129,0.007129
292,4960.1,0.49478,0.62097,1.12069,0.76836,0.85639,0.84787,0.77561,0.72621,0.7576,0.71717,1.2872,0.0071191,0.0071191,0.0071191
293,4976.91,0.45652,0.60552,1.10589,0.79883,0.80286,0.86175,0.78156,0.73742,0.7405,0.77782,1.26851,0.0071092,0.0071092,0.0071092
294,4993.75,0.46371,0.59051,1.1101,0.83932,0.77961,0.867,0.79111,0.74078,0.73907,0.75707,1.2741,0.0070993,0.0070993,0.0070993
295,5010.56,0.47264,0.60391,1.11512,0.7957,0.84912,0.85519,0.77773,0.73049,0.74619,0.7686,1.29017,0.0070894,0.0070894,0.0070894
296,5027.43,0.48559,0.60472,1.11686,0.80707,0.79111,0.8656,0.77957,0.7355,0.74899,0.76975,1.28664,0.0070795,0.0070795,0.0070795
297,5044.57,0.46576,0.61186,1.1095,0.81029,0.83697,0.8607,0.77735,0.73093,0.76205,0.79075,1.3022,0.0070696,0.0070696,0.0070696
298,5061.74,0.4771,0.5961,1.11658,0.77213,0.84334,0.85121,0.77409,0.73174,0.75411,0.78978,1.28624,0.0070597,0.0070597,0.0070597
299,5078.96,0.4853,0.62791,1.12785,0.80109,0.84126,0.86622,0.78827,0.75317,0.71172,0.7445,1.23885,0.0070498,0.0070498,0.0070498
300,5095.79,0.46245,0.61212,1.11447,0.82645,0.84351,0.8635,0.79547,0.74679,0.72396,0.73124,1.23465,0.0070399,0.0070399,0.0070399
301,5112.82,0.46306,0.60256,1.10404,0.79733,0.85374,0.85792,0.78451,0.73983,0.74539,0.78237,1.252,0.00703,0.00703,0.00703
302,5129.47,0.47649,0.60479,1.1143,0.78386,0.80647,0.84585,0.77069,0.72755,0.74529,0.78482,1.28674,0.0070201,0.0070201,0.0070201
303,5146.47,0.47399,0.56751,1.10802,0.80228,0.79069,0.84754,0.76515,0.7257,0.76207,0.7664,1.29616,0.0070102,0.0070102,0.0070102
304,5163,0.4888,0.64062,1.12554,0.81504,0.77841,0.8593,0.78663,0.73021,0.75183,0.72216,1.27594,0.0070003,0.0070003,0.0070003
305,5179.7,0.46468,0.58873,1.10579,0.81791,0.83116,0.86556,0.80184,0.74896,0.73506,0.74615,1.27357,0.0069904,0.0069904,0.0069904
306,5196.42,0.49711,0.6236,1.13958,0.8466,0.79617,0.86916,0.79723,0.73854,0.75989,0.71695,1.28983,0.0069805,0.0069805,0.0069805
307,5213.35,0.479,0.62306,1.11813,0.79866,0.81256,0.85033,0.78418,0.72685,0.7328,0.74987,1.27614,0.0069706,0.0069706,0.0069706
308,5230.64,0.46839,0.58901,1.10673,0.81523,0.78135,0.86778,0.79053,0.73913,0.73634,0.73845,1.26404,0.0069607,0.0069607,0.0069607
309,5247.62,0.4582,0.59922,1.10132,0.84942,0.81567,0.8845,0.80734,0.76727,0.73089,0.69639,1.2726,0.0069508,0.0069508,0.0069508
310,5264.54,0.46871,0.61761,1.10785,0.83625,0.78609,0.85983,0.78953,0.74454,0.72698,0.7057,1.24954,0.0069409,0.0069409,0.0069409
311,5281.24,0.46395,0.59263,1.10675,0.8507,0.77604,0.8558,0.78816,0.74267,0.70522,0.71726,1.22916,0.006931,0.006931,0.006931
312,5297.95,0.47109,0.60749,1.12443,0.8425,0.84199,0.85631,0.78406,0.73666,0.73719,0.74185,1.26475,0.0069211,0.0069211,0.0069211
313,5314.79,0.47557,0.62097,1.12339,0.82142,0.83696,0.87969,0.79771,0.74826,0.75875,0.72796,1.29941,0.0069112,0.0069112,0.0069112
314,5331.77,0.47542,0.61389,1.11731,0.79406,0.83346,0.84461,0.77367,0.72429,0.72616,0.74029,1.2499,0.0069013,0.0069013,0.0069013
315,5348.78,0.46556,0.58796,1.10758,0.83068,0.80092,0.87501,0.80478,0.75964,0.72743,0.73637,1.23903,0.0068914,0.0068914,0.0068914
316,5365.7,0.4759,0.5682,1.09982,0.83758,0.78567,0.85177,0.77146,0.73792,0.74401,0.71266,1.26357,0.0068815,0.0068815,0.0068815
317,5382.49,0.47049,0.58822,1.11847,0.80113,0.82264,0.84287,0.77454,0.73312,0.71875,0.73459,1.21757,0.0068716,0.0068716,0.0068716
318,5399.56,0.45833,0.58406,1.10057,0.79309,0.80869,0.82396,0.75159,0.70899,0.75438,0.75149,1.26241,0.0068617,0.0068617,0.0068617
319,5416.16,0.4432,0.57834,1.09762,0.76843,0.83104,0.85703,0.79399,0.73953,0.73907,0.72664,1.26404,0.0068518,0.0068518,0.0068518
320,5432.89,0.46023,0.58894,1.10863,0.8022,0.81548,0.8581,0.79747,0.73997,0.7336,0.73782,1.24956,0.0068419,0.0068419,0.0068419
321,5449.74,0.44762,0.57096,1.10182,0.83065,0.77287,0.85849,0.7929,0.74296,0.74466,0.7596,1.2921,0.006832,0.006832,0.006832
322,5466.66,0.44299,0.55967,1.08993,0.80119,0.81923,0.84057,0.77217,0.72748,0.75605,0.73215,1.28276,0.0068221,0.0068221,0.0068221
323,5483.5,0.46448,0.59139,1.1009,0.78184,0.8156,0.83875,0.76873,0.72829,0.7406,0.72617,1.25359,0.0068122,0.0068122,0.0068122
324,5500.73,0.45887,0.56634,1.09434,0.8208,0.82327,0.86067,0.80191,0.74248,0.71775,0.73089,1.22416,0.0068023,0.0068023,0.0068023
325,5517.77,0.44531,0.57394,1.10117,0.81923,0.8105,0.85256,0.80078,0.73715,0.70202,0.79037,1.18937,0.0067924,0.0067924,0.0067924
326,5534.89,0.44642,0.56069,1.09535,0.7898,0.84263,0.8374,0.78709,0.7305,0.70505,0.76111,1.19025,0.0067825,0.0067825,0.0067825
327,5551.52,0.4581,0.57923,1.09178,0.83371,0.80871,0.85278,0.78318,0.73263,0.72209,0.76282,1.22345,0.0067726,0.0067726,0.0067726
328,5568.96,0.45328,0.5926,1.10044,0.82483,0.77264,0.85132,0.79229,0.73565,0.72591,0.74169,1.23358,0.0067627,0.0067627,0.0067627
329,5586.09,0.46064,0.59103,1.09738,0.80035,0.79313,0.87134,0.81504,0.76211,0.72605,0.73403,1.24003,0.0067528,0.0067528,0.0067528
330,5602.79,0.46834,0.60069,1.10871,0.8078,0.81952,0.87759,0.81055,0.76391,0.71934,0.70039,1.25027,0.0067429,0.0067429,0.0067429
331,5619.34,0.46349,0.57265,1.104,0.86756,0.8104,0.87369,0.81065,0.75567,0.72635,0.69937,1.24042,0.006733,0.006733,0.006733
332,5636.35,0.46495,0.57112,1.09716,0.83516,0.85157,0.85423,0.78823,0.73128,0.72704,0.6917,1.25825,0.0067231,0.0067231,0.0067231
333,5653.34,0.45915,0.59671,1.10689,0.84546,0.80892,0.832,0.77015,0.70718,0.74355,0.80288,1.27392,0.0067132,0.0067132,0.0067132
334,5670.2,0.45289,0.58587,1.104,0.85738,0.82966,0.83624,0.76322,0.71122,0.7365,0.73294,1.25189,0.0067033,0.0067033,0.0067033
335,5686.83,0.44413,0.57142,1.09188,0.8029,0.83645,0.84782,0.78157,0.72526,0.75195,0.72092,1.26428,0.0066934,0.0066934,0.0066934
336,5703.86,0.4588,0.55821,1.09136,0.8321,0.81017,0.88252,0.82158,0.76303,0.75579,0.71149,1.2804,0.0066835,0.0066835,0.0066835
337,5720.52,0.44915,0.54826,1.09567,0.87119,0.7791,0.88511,0.81486,0.76841,0.7606,0.70682,1.28188,0.0066736,0.0066736,0.0066736
338,5737.65,0.44323,0.57638,1.10146,0.83284,0.79464,0.87841,0.80818,0.76625,0.74871,0.6806,1.27706,0.0066637,0.0066637,0.0066637
339,5754.81,0.4491,0.56916,1.10037,0.72785,0.87276,0.85584,0.78051,0.74235,0.75429,0.73176,1.28265,0.0066538,0.0066538,0.0066538
